JAP;FR;COUNT;OUPS
Yeah, well, people say the bodies look like they've been torn apart and chewed on.;Les gens disent pourtant qu'on a retrouvé des cadavres mutilés et déchiquetés, comme si quelque chose en avait pris une bouchée#!;1609;Yeah, well, people say the bodies look like they've been torn apart and chewed on.
Say what you will, but I'm not about to go see for myself!;Pas question que j'aille vérifier moi-même#!;1610;Say what you will, but I'm not about to go see for myself!
The Shades are becoming more of a threat than ever before.;Les Ombres semblent devenir de plus en plus dangereuses.;1611;The Shades are becoming more of a threat than ever before.
All right. I'll see what I can find.;C'est bon, je m'en occupe.;1612;All right. I'll see what I can find.
Please help us. All the postmen are afraid to leave their homes.;Aidez-nous#! Aucun postier n'ose sortir de chez lui...;1613;Please help us. All the postmen are afraid to leave their homes.
I killed the Shade in the southern plains.;J'ai vaincu l'Ombre de la plaine méridionale.;1614;I killed the Shade in the southern plains.
Oh, thank you! Thank you! ;Oh, merci#! Merci beaucoup#!;1615;Oh, thank you! Thank you! 
I don't know what to do about all the postmen who quit, but I guess I'll figure something out. ...Anyway, here's your reward.;Tant de postiers ont démissionné... Je ne sais pas quoi faire, mais je devrai trouver une solution.<PAGE>Voici votre récompense.;1616;I don't know what to do about all the postmen who quit, but I guess I'll figure something out. ...Anyway, here's your reward.
This time I need three sandfish. It's a tricky devil that lives in the oceans of sand. You can catch it over near the wharf.;Cette fois, j'ai envie de squilles. Ce sont des créatures rusées qui vivent dans les sables mouvants. On peut en attraper près du quai du désert. Ramène-m'en trois.;1617;This time I need three sandfish. It's a tricky devil that lives in the oceans of sand. You can catch it over near the wharf.
Here's your fish.;J'ai attrapé ce que vous vouliez.;1618;Here's your fish.
Well, keelhaul my granny and call me Gladys! I reckon there ain't much left for me to teach ya, whippersnapper.;Eh bien qui l'eût cru#! Je crois qu'il me reste pas grand-chose à t'apprendre, mon garçon#!;1619;Well, keelhaul my granny and call me Gladys! I reckon there ain't much left for me to teach ya, whippersnapper.
Works for me. I can't take much more of your slave driving.;Voilà qui me convient à merveille. Je ne pourrais pas supporter beaucoup plus longtemps de me faire traiter comme un esclave.;1620;Works for me. I can't take much more of your slave driving.
Ya call that slave drivin'? Bah! You younger generations with yer big swords and baggy pants and fancy talk. You ain't seen war! You got no idea what slave drivin' means!;Un esclave#?! Pfft#! Tu peux bien parler avec ton épée énorme, tes vêtements voyants et ton livre volant#!<PAGE>T'as pas vécu en temps de guerre#! Tu sais pas ce que c'est que d'être un esclave#!;1621;Ya call that slave drivin'? Bah! You younger generations with yer big swords and baggy pants and fancy talk. You ain't seen war! You got no idea what slave drivin' means!
...Did you see that move he just did?;... As-tu vu ce qu'il vient de faire#?;1624;...Did you see that move he just did?
That was no fishing move. That was the maneuver of a master assassin.<PAGE>I am beginning to fear this old man more than any Shade.;Ce n'était pas une technique de pêche. C'était une technique d'assassin professionnel.<PAGE>Je crois que je crains ce vieillard plus que n'importe quelle Ombre...;1625;That was no fishing move. That was the maneuver of a master assassin.<PAGE>I am beginning to fear this old man more than any Shade.
Best of luck with the three sandfish!;Bonne chance#! T'en auras besoin pour pêcher trois squilles#!;1626;Best of luck with the three sandfish!
This time I need three royal fish! And time's a-wastin', so get to it!;Cette fois, je veux trois esturgeons#! Alors, qu'attends-tu donc#? Ouste#!;1627;This time I need three royal fish! And time's a-wastin', so get to it!
Here.;Tenez.;1628;Here.
Well, dip my oar and call me Cecil! Looks like the fisherboy has become a fisherman!;Eh bien, qui l'eût cru#! Le moussaillon est devenu maître pêcheur#!;1629;Well, dip my oar and call me Cecil! Looks like the fisherboy has become a fisherman!
But do you think you can push me off of my spot? Come on! Let's go!;Mais crois-tu pouvoir me détrôner#? Allez#! Montre-moi ce dont t'es capable#!;1630;But do you think you can push me off of my spot? Come on! Let's go!
Gar har har har! And I'm just using my left hand!;Ga, ha, ha, ha, ha, ha#! Et j'utilisais que ma main gauche#!;1633;Gar har har har! And I'm just using my left hand!
I think we've moved beyond fishing at this point...;Je crois qu'il n'est plus question de pêche, désormais...;1634;I think we've moved beyond fishing at this point...
Best of luck with the three royal fish!;Je veux trois esturgeons#! Bonne chance#!;1635;Best of luck with the three royal fish!
I got somethin' special for ya this time! Go out there and catch me two blue marlin.;Cette fois, j'ai une demande spéciale#! Attrape-moi deux makaires bleus#!;1636;I got somethin' special for ya this time! Go out there and catch me two blue marlin.
How is that special?;Qu'a-t-elle de si spécial, cette demande#?;1637;How is that special?
Only ever caught one once, m'self.<PAGE>Bring me those fish, and I'll call ya a master fisherman for true!;J'en ai attrapé qu'un seul dans ma carrière.<PAGE>Rapportes-en deux et tu mériteras vraiment le titre de maître pêcheur#!;1638;Only ever caught one once, m'self.<PAGE>Bring me those fish, and I'll call ya a master fisherman for true!
These the fish you wanted?;Est-ce que ce sont bien les poissons que vous vouliez#?;1639;These the fish you wanted?
Well, I'll be. Never thought I'd see the day...;Eh bien, qui l'eût cru...? Je pensais jamais voir une chose pareille...;1640;Well, I'll be. Never thought I'd see the day...
Well done, master fisherman. Seems I've but one technique left to teach ya.;Félicitations, maître pêcheur. On dirait qu'il me reste plus qu'une seule technique à t'apprendre.;1641;Well done, master fisherman. Seems I've but one technique left to teach ya.
I've taught ya everything I know, but that don't mean ya can stop learnin'! It's a big world out there, with fish the likes of which no man has ever seen.;Je t'ai appris tout ce que je sais, mais ça veut pas dire que tu dois arrêter d'apprendre#!<PAGE>Notre monde est immense, qui sait quels poissons se cachent dans les profondeurs de ses océans#!;1644;I've taught ya everything I know, but that don't mean ya can stop learnin'! It's a big world out there, with fish the likes of which no man has ever seen.
Best of luck with the two blue marlin!;Je veux deux makaires bleus#! Bonne chance#!;1645;Best of luck with the two blue marlin!
You know, I reckon ya just might have what it takes to catch...The Fish.<PAGE>The hyneria!;Tu sais, je crois qu'un jour tu pourras attraper... le Poisson.<PAGE>L'hynéria...!;1646;You know, I reckon ya just might have what it takes to catch...The Fish.<PAGE>The hyneria!
The hyneria?;L'hynéria#?;1647;The hyneria?
No man has ever hooked a hyneria and lived to tell the tale! If ya can do it, then yer a fisherman beyond even my own skill.;Personne a jamais attrapé d'hynéria et réussi à s'en vanter#! Si tu arrives à le faire, c'est que tu es meilleur pêcheur que moi.;1648;No man has ever hooked a hyneria and lived to tell the tale! If ya can do it, then yer a fisherman beyond even my own skill.
Hmm... Where did the old timer go?;Hum... Où est passé le vieil homme#?;1649;Hmm... Where did the old timer go?
Oh, the old fisherman? Didn't you hear? He passed away just this morning.;Oh, le vieux pêcheur#? On ne vous l'a pas dit#? Il est décédé ce matin.;1650;Oh, the old fisherman? Didn't you hear? He passed away just this morning.
I guess that old war injury finally got the best of him.<PAGE>From what I understand, the guy used to be quite the mercenary.;Je suppose qu'il a finalement succombé à ses blessures de guerre.<PAGE>On raconte que c'était un mercenaire célèbre en son temps.;1651;I guess that old war injury finally got the best of him.<PAGE>From what I understand, the guy used to be quite the mercenary.
That explains a lot.;Ceci explique certaines choses.;1652;That explains a lot.
He supposedly did all kinds of terrible things back in his day. So truth be told, no one in town much cared for him.;Il paraît qu'il avait commis des actes répréhensibles pendant la guerre. À vrai dire, personne ne tenait vraiment à lui dans le village.;1653;He supposedly did all kinds of terrible things back in his day. So truth be told, no one in town much cared for him.
But he sure seemed to enjoy your company. I think you made his last days some happy ones. ;Toutefois, il semblait apprécier votre compagnie. Je crois que ses derniers jours ont été ses plus heureux.;1654;But he sure seemed to enjoy your company. I think you made his last days some happy ones. 
The hyneria would be a legendary catch! I'm sure it would be worth your while to track it down.;L'hynéria serait une prise légendaire#! Essaie de la trouver, ça en vaudrait la peine#!;1655;The hyneria would be a legendary catch! I'm sure it would be worth your while to track it down.
Hey, I know you! You're that desperate guy who'll take any job that comes along, no matter how stupid or demeaning!;Hé, je vous connais#! Vous êtes celui qui est prêt à accepter n'importe quel boulot, même s'il est ingrat ou humiliant#!;1656;Hey, I know you! You're that desperate guy who'll take any job that comes along, no matter how stupid or demeaning!
...That's not really how I'd phrase it. But if you've got the money, I've got the time.;... Je ne présenterais probablement pas les choses de cette façon, mais... si le salaire en vaut la peine, je suis prêt à vous écouter.;1657;...That's not really how I'd phrase it. But if you've got the money, I've got the time.
Dance! Dance for me! Ah ha ha!<PAGE>No, I'm just kidding. Listen, I've got a boat that needs some repairs. Think you can round up some materials for me?;Dansez#! Dansez#! Ha, ha, ha, ha#!<PAGE>Non, je plaisante. Je dois réparer mon bateau. Pourriez-vous récupérer des matériaux pour moi#?;1658;Dance! Dance for me! Ah ha ha!<PAGE>No, I'm just kidding. Listen, I've got a boat that needs some repairs. Think you can round up some materials for me?
I need five logs, twenty dented metal boards, and ten stripped bolts.<PAGE>I'd ask if you're up for it, but I know you are! Ah ha ha!;J'ai besoin de cinq rondins, vingt feuilles de métal bosselées et dix vieux boulons.<PAGE>...#Et je n'ai pas à vous demander si vous acceptez, hein#? Vous ne refusez jamais#! Ha, ha, ha#!;1659;I need five logs, twenty dented metal boards, and ten stripped bolts.<PAGE>I'd ask if you're up for it, but I know you are! Ah ha ha!
...You're really startin' to piss me off.;... Vous commencez vraiment à m'énerver.;1661;...You're really startin' to piss me off.
Here.;Voilà.;1662;Here.
Much appreciated! Now I can get back to business!;Merci bien#! Maintenant je peux retourner au travail#!;1663;Much appreciated! Now I can get back to business!
Here's some cash. I'll letcha know as soon as I need my floor swept or a toilet cleaned. Ah ha ha ha ha!;Voici votre récompense. Si j'ai besoin de quelqu'un pour laver les planchers ou récurer les cabinets, je vous ferai signe#! Ha, ha, ha, ha, ha#!;1664;Here's some cash. I'll letcha know as soon as I need my floor swept or a toilet cleaned. Ah ha ha ha ha!
That's five logs, twenty dented metal boards, and ten stripped bolts. Thanks much!;N'oubliez pas#: j'ai besoin de cinq rondins, vingt feuilles de métal bosselées et dix vieux boulons.;1665;That's five logs, twenty dented metal boards, and ten stripped bolts. Thanks much!
Oh, man. I'm in a world of trouble now...;Me voilà dans le pétrin...;1666;Oh, man. I'm in a world of trouble now...
What's the problem?;Que se passe-t-il#?;1667;What's the problem?
See, I was cooking and I... Well, I managed to start a fire that ruined my kitchen and equipment.;Eh bien, je faisais la cuisine et je... Euh, un incendie a ruiné tout mon équipement#!;1668;See, I was cooking and I... Well, I managed to start a fire that ruined my kitchen and equipment.
I can't repair the kitchen without metal, but the only place you can find that much scrap is the Junk Heap...;Je ne peux pas réparer ma cuisine sans métal, mais on ne peut trouver autant de ferraille que dans la montagne des robots.;1669;I can't repair the kitchen without metal, but the only place you can find that much scrap is the Junk Heap...
I see. You want me to go for you?;Je vois. Vous voulez que j'y aille à votre place#?;1670;I see. You want me to go for you?
I need lots of material, so you'll have to brain a whole bunch of robots. That's okay, right?;J'ai besoin de beaucoup de matériaux, alors tu devras détruire plusieurs robots. Ça ne te dérange pas, hein#?;1671;I need lots of material, so you'll have to brain a whole bunch of robots. That's okay, right?
I trust that you plan to offer us adequate compensation?;Comptez-vous nous offrir une récompense appropriée au moins#?;1672;I trust that you plan to offer us adequate compensation?
Don't be greedy, Weiss.;Ne sois pas si avide, Weiss.;1673;Don't be greedy, Weiss.
"Well, I'm not sure what you mean by ""adequate,"" but I'll do my best.";Je ne sais pas trop ce que tu considères comme étant approprié, mais je ferai de mon mieux.;1674;"Well, I'm not sure what you mean by ""adequate,"" but I'll do my best."
I need one memory alloy, ten titanium alloys, and ten broken motors. Got all that?;J'ai besoin d'un morceau d'alliage à mémoire de forme, dix morceaux d'alliage de titane et dix moteurs défectueux. Tu as bien noté#?;1675;I need one memory alloy, ten titanium alloys, and ten broken motors. Got all that?
Okay. I'll be back when I find everything.;Entendu, je reviendrai vous voir lorsque j'aurai tout trouvé.;1676;Okay. I'll be back when I find everything.
I brought all the stuff you asked for. Is this enough?;J'ai apporté tout ce qui était sur votre liste. Ça vous va#?;1677;I brought all the stuff you asked for. Is this enough?
Lemme see... Yep! Yep, that's all of it.<PAGE>Here. I hope this qualifies as adequate compensation.;Voyons voir... Oui#! Tout y est.<PAGE>Tiens, j'espère que ceci constitue une récompense appropriée.;1678;Lemme see... Yep! Yep, that's all of it.<PAGE>Here. I hope this qualifies as adequate compensation.
This is more than I was expecting.;Je ne m'attendais pas à recevoir une récompense si généreuse.;1679;This is more than I was expecting.
Yeah, well, I really appreciate all the effort you went to.;Eh bien, je te suis vraiment reconnaissant.;1680;Yeah, well, I really appreciate all the effort you went to.
Take it, fool! It is an appropriate reward for our efforts.;Accepte, bougre d'idiot#! Cette récompense est parfaitement appropriée.;1681;Take it, fool! It is an appropriate reward for our efforts.
"And you could stand to learn more ""appropriate"" ways of speaking.";Et tu devrais vraiment apprendre la manière «#appropriée#» de t'adresser à autrui.;1682;"And you could stand to learn more ""appropriate"" ways of speaking."
I need one memory alloy, ten titanium alloys, and ten broken motors. Sound good?;J'ai besoin d'un morceau d'alliage à mémoire de forme, dix morceaux d'alliage de titane et dix moteurs défectueux. Ça te va#?;1683;I need one memory alloy, ten titanium alloys, and ten broken motors. Sound good?
Getting new cooking equipment makes me want to dive right back into my favorite recipes!;Avoir une nouvelle cuisine me donne envie de redécouvrir mes recettes préférées#!;1684;Getting new cooking equipment makes me want to dive right back into my favorite recipes!
Ah, just the man I wanted to see. Do you have a moment?;Ah, justement l'homme qu'il me faut#! Tu as une minute#?;1685;Ah, just the man I wanted to see. Do you have a moment?
Maybe.;Peut-être, qu'y a-t-il#?;1686;Maybe.
Our waterwheel is on its last legs. I'd like to shore it up, but the insides are so complicated...;La roue du moulin à eau ne tiendra pas longtemps. J'aimerais bien la réparer, mais le mécanisme est compliqué...;1687;Our waterwheel is on its last legs. I'd like to shore it up, but the insides are so complicated...
This is a wise thought on your part. That wheel is a machine of not-insignificant age. Better to repair it now than wait until it fails completely.;Hum, oui, elle est plutôt ancienne. La consolider maintenant, avant qu'il ne soit trop tard, est en effet une sage décision.;1688;This is a wise thought on your part. That wheel is a machine of not-insignificant age. Better to repair it now than wait until it fails completely.
You got any ideas? I'm not much for this mechanical stuff.;Saurais-tu comment le faire, Weiss#? Je ne m'y connais pas trop en mécanique.;1689;You got any ideas? I'm not much for this mechanical stuff.
Replacing the axle and the paddle boards should suffice for now. I believe the strange-thing store in Facade should have everything we need.;Remplacer l'axe et les aubes devrait suffire pour le moment. Si je ne m'abuse, le magasin de curiosités de Façade devrait avoir le nécessaire.;1690;Replacing the axle and the paddle boards should suffice for now. I believe the strange-thing store in Facade should have everything we need.
Okay. Well, if you can handle the repairs, I can pick up the materials.;Eh bien, si quelqu'un peut se charger des réparations, j'irai chercher les pièces.;1691;Okay. Well, if you can handle the repairs, I can pick up the materials.
Oh, thank you. I'm sure I can find someone to take care of the actual repair work.;Oh, je te remercie#! Je trouverai quelqu'un, ne t'en fais pas#!;1692;Oh, thank you. I'm sure I can find someone to take care of the actual repair work.
Thanks for volunteering to help with the waterwheel. It's nice that someone still has a sense of community pride.;Merci encore d'avoir accepté de m'aider à réparer la roue. Ça fait plaisir de rencontrer quelqu'un prêt à donner de son temps pour le bien de notre communauté.;1693;Thanks for volunteering to help with the waterwheel. It's nice that someone still has a sense of community pride.
I need an axle and some paddle boards. You got anything like that?;J'ai besoin d'un axe et d'aubes pour une roue de moulin à eau. Vous en avez#?;1694;I need an axle and some paddle boards. You got anything like that?
(No, but if you bring me iron ore and logs, I could probably construct what you need.);(Non, mais je pourrais en fabriquer pour vous si j'avais du minerai de fer et des rondins.);1695;(No, but if you bring me iron ore and logs, I could probably construct what you need.)
That works. How much do you need?;Je vois. De combien en avez-vous besoin#?;1696;That works. How much do you need?
(I think ten of each should suffice.);(Je crois que dix morceaux de minerai de fer et dix rondins devraient être suffisants.);1697;(I think ten of each should suffice.)
Okay. I'll be back in a bit.;Entendu. Je vais m'en procurer.;1698;Okay. I'll be back in a bit.
Here. Is this enough?;Tenez, est-ce assez pour fabriquer l'axe et les aubes#?;1699;Here. Is this enough?
(Ah, yes, the iron ore and logs. I will begin construction at once, but it may take some time. Is this all right?);(Ah, du minerai de fer et des rondins#! Oui, je peux m'y mettre tout de suite, mais il me faudra quelque temps pour fabriquer les pièces voulues.);1700;(Ah, yes, the iron ore and logs. I will begin construction at once, but it may take some time. Is this all right?)
(I will deliver the finished goods directly to the job site. Please tell the client to be patient.);(J'irai les livrer moi-même quand j'aurai terminé. Demandez aux habitants de votre village de bien vouloir patienter, d'accord#?);1701;(I will deliver the finished goods directly to the job site. Please tell the client to be patient.)
I'll let her know.;Je m'en charge.;1702;I'll let her know.
(I will need ten pieces of iron ore and ten logs.);(J'aurai besoin de dix morceaux de minerai de fer et dix rondins.);1703;(I will need ten pieces of iron ore and ten logs.)
(I will deliver the finished goods directly to the job site. Please tell the client to be patient.);(J'irai livrer les pièces moi-même quand j'aurai terminé. Demandez aux habitants de votre village de bien vouloir patienter, d'accord#?);1704;(I will deliver the finished goods directly to the job site. Please tell the client to be patient.)
The parts are on the way, but it's going to take a little while.;J'ai commandé les pièces nécessaires pour réparer la roue du moulin, mais elles ne sont pas encore prêtes.;1705;The parts are on the way, but it's going to take a little while.
The guy said he'd bring them to you when they're ready.;Le marchand a dit qu'il les apporterait lui-même quand elles seront terminées.;1706;The guy said he'd bring them to you when they're ready.
That's great! I found someone to do the repair work, so we should be in business.;Formidable#! J'ai trouvé quelqu'un qui pourra effectuer les réparations, alors tout devrait être réglé sous peu#!;1707;That's great! I found someone to do the repair work, so we should be in business.
I've got a little reward for all your hard work. Please accept it!;Tiens, c'est pour te remercier de ton aide#! Je t'en prie, accepte#!;1708;I've got a little reward for all your hard work. Please accept it!
The village fountain is starting to break down. Sometimes it won't put out any water at all.;La fontaine du village ne fonctionne plus très bien. Parfois, l'eau ne jaillit plus du tout.;1709;The village fountain is starting to break down. Sometimes it won't put out any water at all.
I would speculate that the source of the problem lies in the fountain's pump. ;Je présume que c'est au niveau de la pompe que réside le problème.;1710;I would speculate that the source of the problem lies in the fountain's pump. 
That's my guess, too. I heard that you had parts made for the waterwheel, so I'm hoping you could do the same for the fountain.;C'est bien ce que je pense, moi aussi. J'ai entendu dire que c'est toi qui as trouvé les pièces pour réparer la roue du moulin à eau.<PAGE>Je me suis dit que tu pourrais peut-être me donner un coup de main avec la fontaine.;1711;That's my guess, too. I heard that you had parts made for the waterwheel, so I'm hoping you could do the same for the fountain.
I'll look into it the next time I'm in Facade.;Je verrai si je peux trouver une pompe la prochaine fois que je serai à Façade.;1712;I'll look into it the next time I'm in Facade.
Thanks for doing this!;Je te remercie#!;1713;Thanks for doing this!
I need a replacement pump for a water fountain. You got anything like that?;J'ai besoin d'une pompe de rechange pour une fontaine. Vous en avez#?;1714;I need a replacement pump for a water fountain. You got anything like that?
(A pump? No, that's not something I have.);(Une pompe#? Non, je n'en ai pas en stock.);1715;(A pump? No, that's not something I have.)
(I could probably build one, but I'd need metal and electrical parts. It may be difficult to find them all.);(Je pourrais sans doute en fabriquer une, mais il me faudrait du métal et du matériel électrique. Il vous serait peut-être difficile de vous en procurer.);1716;(I could probably build one, but I'd need metal and electrical parts. It may be difficult to find them all.)
What do you need?;Dites-moi ce qu'il vous faut.;1717;What do you need?
(I need ten broken motors and ten severed cables. You should be able to salvage both from robots.);(J'aurais besoin de dix batteries à plat et dix câbles coupés. Vous devriez pouvoir en trouver en détruisant des robots.);1718;(I need ten broken motors and ten severed cables. You should be able to salvage both from robots.)
All right. I'm on it.;D'accord, je m'en charge.;1719;All right. I'm on it.
I got what you need.;J'ai trouvé les matériaux dont vous aviez besoin.;1720;I got what you need.
(Broken motors and severed cables... Yes, very good.)<PAGE>(Again, this will take a bit, but I will deliver it to the client when I am done.);(Ah, des batteries à plat et des câbles coupés#! Oui, très bien.)<PAGE>(Comme vous vous en doutez, il me faudra quelque temps pour fabriquer la pompe, mais j'irai la livrer directement au village dès qu'elle sera terminée.);1721;(Broken motors and severed cables... Yes, very good.)<PAGE>(Again, this will take a bit, but I will deliver it to the client when I am done.)
I'll let him know.;J'en avertirai les villageois.;1722;I'll let him know.
(I will need ten broken motors and ten severed cables.);(Il me faut dix batteries à plat et dix câbles coupés.);1723;(I will need ten broken motors and ten severed cables.)
(You're becoming my best customer. I wish business was always this good.);(Si ça continue, vous serez bientôt mon meilleur client. Si seulement j'étais toujours aussi occupé...!);1724;(You're becoming my best customer. I wish business was always this good.)
The pump is on its way. They'll deliver it once it's ready.;J'ai commandé une pompe pour la fontaine. Le marchand viendra la livrer quand elle sera prête.;1725;The pump is on its way. They'll deliver it once it's ready.
Thanks much! Here's a little something just because I care.;Merci beaucoup#! J'aimerais t'offrir ceci en guise de remerciement.;1726;Thanks much! Here's a little something just because I care.
Hey, remember that book you found for me? Well, there's another recipe that piqued my interest.;Dites, vous vous souvenez du livre de cuisine que vous m'avez donné#? Eh bien, j'y ai trouvé une autre recette intéressante.;1727;Hey, remember that book you found for me? Well, there's another recipe that piqued my interest.
Would you mind helping me out again?;Ça vous dirait de me donner encore un coup de main#?;1728;Would you mind helping me out again?
I hope it doesn't involve shark fins.;J'espère qu'il n'est pas question d'ailerons de requin, cette fois.;1729;I hope it doesn't involve shark fins.
Nope! It's broiled catfish served over rice.;Pas du tout#! C'est du poisson-chat grillé servi sur un lit de riz à la vapeur.;1730;Nope! It's broiled catfish served over rice.
I just need ten giant catfish and ten bags of rice. Think you can help me out?;Je n'ai besoin que de dix poissons-chats et dix sacs de riz. Pensez-vous pouvoir en trouver pour moi#?;1731;I just need ten giant catfish and ten bags of rice. Think you can help me out?
I've got the ingredients.;J'ai les ingrédients dont vous aviez besoin.;1732;I've got the ingredients.
That's, uh... That's quite the fish, isn't it?;Hum... Ce... ce ne sont pas des poissons comme les autres, hein#!;1733;That's, uh... That's quite the fish, isn't it?
I wasn't expecting it to be so slimy and smelly and gross.<PAGE>I don't suppose you'd help me out with the prep work?;Je ne m'attendais pas à ce qu'ils soient aussi dégoûtants et visqueux.<PAGE>Euh, que diriez-vous de m'aider à les vider pendant que vous y êtes#?;1734;I wasn't expecting it to be so slimy and smelly and gross.<PAGE>I don't suppose you'd help me out with the prep work?
Sorry. The only knife work I know is cutting up Shades.;Je ne sais étriper que les Ombres.;1735;Sorry. The only knife work I know is cutting up Shades.
Oh. Well, I guess this won't be going on the menu. Sorry about making you go all that way.;Oh. Eh bien, j'imagine que je ne mettrai pas ce plat sur le menu après tout. Je suis désolé que vous vous soyez donné tant de mal pour rien.;1736;Oh. Well, I guess this won't be going on the menu. Sorry about making you go all that way.
Well, as long as I get paid, I don't really care. But it seems like a waste of a good fish.;Du moment qu'on me paie, peu m'importe. Cela me semble pourtant dommage de gaspiller autant de poisson frais.;1737;Well, as long as I get paid, I don't really care. But it seems like a waste of a good fish.
That's all right. When my recipes don't turn out, I just feed them to the seals.;Ah, ne vous inquiétez pas. Si je n'obtiens pas le résultat voulu en essayant de nouvelles recettes, j'en nourris les phoques.;1738;That's all right. When my recipes don't turn out, I just feed them to the seals.
So that's why they're all so fat.;C'est donc pour cette raison qu'ils sont si dodus...;1739;So that's why they're all so fat.
I need ten giant catfish and ten bags of rice.;J'ai besoin de dix poissons-chats et dix sacs de riz.;1740;I need ten giant catfish and ten bags of rice.
(Do you like flowers?);(Aimez-vous les fleurs#?);1741;(Do you like flowers?)
Why? You want me to join a cult?;Pourquoi#? Voulez-vous me convertir à votre religion#?;1742;Why? You want me to join a cult?
(Oh, no! I just enjoy flowers. But there are so few out here in the desert.);(Rien de tel#! J'aime les fleurs, voilà tout. Cependant, il y en a si peu dans le désert.);1743;(Oh, no! I just enjoy flowers. But there are so few out here in the desert.)
(My dream is to find some flower seeds and turn this desert into a beautiful garden.);(Mon rêve est de trouver des graines de fleurs et de transformer le désert en jardin magnifique.);1744;(My dream is to find some flower seeds and turn this desert into a beautiful garden.)
(I'm trying to collect pink moonflower seeds. It would be great if I could get ten of them.);(Je cherche des graines roses. J'aimerais en trouver dix.);1745;(I'm trying to collect pink moonflower seeds. It would be great if I could get ten of them.)
If I can track them down, they're all yours.;Si j'arrive à m'en procurer, je vous les apporterai.;1746;If I can track them down, they're all yours.
(Really!? Oh, thank you!);(Vraiment#?! Oh, merci beaucoup#!);1747;(Really!? Oh, thank you!)
I've got your seeds.;J'ai les graines que vous cherchiez.;1748;I've got your seeds.
(Bwa ha ha! Now we are one step closer to bringing forth The Order of the Demonic Blossom!);(Mouah, ha, ha, ha#! Désormais, rien ne saurait retarder l'avènement de l'ordre des pétales diaboliques#!);1749;(Bwa ha ha! Now we are one step closer to bringing forth The Order of the Demonic Blossom!)
...Sorry, what? I wasn't listening.;... Hum, quoi#? Je suis désolé, je ne faisais pas attention à ce que vous disiez.;1750;...Sorry, what? I wasn't listening.
(Oh, uh...nothing. Thanks for the flowers!);(Oh, euh... ce n'est pas grave. Merci pour les graines#!);1751;(Oh, uh...nothing. Thanks for the flowers!)
(I need ten pink moonflower seeds. I hope you can help.);(J'ai besoin de dix graines roses. J'espère que vous pourrez m'aider.);1752;(I need ten pink moonflower seeds. I hope you can help.)
(Excuse me! Are you looking for work right now?);(Pardonnez-moi#! Cherchez-vous du travail#?);1753;(Excuse me! Are you looking for work right now?)
Maybe. What kind of work?;Peut-être. Quelle sorte de travail avez-vous à m'offrir#?;1754;Maybe. What kind of work?
(The rules state that we must make a ceremonial mask for our king, and I need help collecting the materials.);(La loi dit que nous devons fabriquer un nouveau masque de cérémonie pour notre roi.)<PAGE>(Pourriez-vous m'aider à trouver les matériaux nécessaires#?);1755;(The rules state that we must make a ceremonial mask for our king, and I need help collecting the materials.)
I can do that. ;Bien sûr.;1756;I can do that. 
(Thank you. I will need two things from you.);(Merci. J'ai besoin de deux sortes de matériaux.);1757;(Thank you. I will need two things from you.)
(One is titanium alloy, which can be found in the Junk Heap. The other is a crystal, which is a special type of ore.);(Le premier est de l'alliage de titane, un métal qu'on peut trouver dans la montagne des robots. L'autre est du cristal, un minerai spécial.);1758;(One is titanium alloy, which can be found in the Junk Heap. The other is a crystal, which is a special type of ore.)
(I will need one of each item.);(Un morceau de chacun me suffira.);1759;(I will need one of each item.)
I've got your things.;J'ai les matériaux dont vous aviez besoin.;1760;I've got your things.
(Now I can create the mask! Oh, thank you very much!);(Je peux désormais fabriquer le masque#! Oh, merci beaucoup#!);1761;(Now I can create the mask! Oh, thank you very much!)
What manner of ceremony is this mask for?;Quelle sorte de masque de cérémonie est-ce donc#?;1762;What manner of ceremony is this mask for?
(The king shall wear this mask when he is pondering a new rule.);(Le roi portera ce masque chaque fois qu'il dictera une nouvelle loi.);1763;(The king shall wear this mask when he is pondering a new rule.)
...That's a pretty specialized mask.;... Il aura donc un usage bien spécifique.;1764;...That's a pretty specialized mask.
(Here is your payment, by the way.);(J'aimerais vous offrir ceci pour vous remercier.);1765;(Here is your payment, by the way.)
(I will need titanium alloy and a crystal.);(J'ai besoin d'un morceau d'alliage de titane et d'un cristal.);1766;(I will need titanium alloy and a crystal.)
*Sigh...*;*soupir*;1767;*Sigh...*
Ma'am? Is everything all right?;Quelque chose ne va pas#?;1768;Ma'am? Is everything all right?
It's my son. He's got some strange illness. He's very sick...;C'est mon fils... Il est malade, mais je ne sais pas de quoi il souffre.;1769;It's my son. He's got some strange illness. He's very sick...
He's been ill for a week, and no matter what I do, it just seems to get worse.;Il est mal en point depuis une semaine et son état ne cesse de s'empirer, quoi que je fasse.;1770;He's been ill for a week, and no matter what I do, it just seems to get worse.
That's worrisome. Any idea what's causing it?;Voilà qui est inquiétant. Connaissez-vous la cause de sa maladie#?;1771;That's worrisome. Any idea what's causing it?
No. He went out to play with the other children like he usually does, and when he came home, he was sick.;Non. Il est allé jouer dehors avec les autres enfants comme il le fait tous les jours et lorsqu'il est rentré, il était malade.;1772;No. He went out to play with the other children like he usually does, and when he came home, he was sick.
