JAP;FR;COUNT;OUPS
(A man moved into that house the other day. He certainly wears a very strange hat...);(L'autre jour, un jeune homme au chapeau étrange a emménagé dans la maison là-bas.);1837;(A man moved into that house the other day. He certainly wears a very strange hat...)
(Shockingly enough, he fits in perfectly. He even speaks our language and knows most of the rules!);(La chose la plus étonnante, c'est qu'il s'est parfaitement intégré à notre société. Il parle notre langue et connaît même la plupart des lois#!);1838;(Shockingly enough, he fits in perfectly. He even speaks our language and knows most of the rules!)
(I hear the new outsider came here after fleeing a terrible home life.);(J'ai entendu dire que le jeune étranger est venu ici pour échapper à sa famille.);1839;(I hear the new outsider came here after fleeing a terrible home life.)
Hey! You! You're coming with me.;Hé#! Un instant#! Cette fois, je ne te laisserai pas t'enfuir#!;1840;Hey! You! You're coming with me.
Aw, man! Why you gotta be all, like, following me and stuff?;Ah, c'est pas vrai#! Pourquoi vous me suivez comme ça#?;1841;Aw, man! Why you gotta be all, like, following me and stuff?
Fiiiine. Lemme just pack and then I'll...<PAGE>......<PAGE>OHMIGOSH! THERE'S A GIANT SHADE BEHIND YOU!;Bon, d'accord, je vais rentrer. Laissez-moi faire mes bagages et...<PAGE>...<PAGE>ATTENTION#! IL Y A UNE OMBRE GéANTE DERRIèRE VOUS#!!;1842;Fiiiine. Lemme just pack and then I'll...<PAGE>......<PAGE>OHMIGOSH! THERE'S A GIANT SHADE BEHIND YOU!
Oh, are you kiddin' me!?;Oh, il plaisante ou quoi#?!;1843;Oh, are you kiddin' me!?
He has doubtless fled the city, though he could not have gone much further than that.;Il n'est probablement plus dans la ville, mais il ne peut pas être bien loin.;1844;He has doubtless fled the city, though he could not have gone much further than that.
Aw, maaaan! Again!? All right, fine. Lemme just...;Ah, pas encore#! D'accord, d'accord, laissez-moi juste...;1845;Aw, maaaan! Again!? All right, fine. Lemme just...
I didn't think I'd actually run into wolves for real!;Je pensais pas que je me ferais attaquer par des loups#!;1846;I didn't think I'd actually run into wolves for real!
Are you ready to go home yet?;Es-tu prêt à rentrer maintenant#?;1847;Are you ready to go home yet?
Yeah, man. Hell, yeah! This adventure stuff is, like, way too scary for me. I'm gonna stick close to home and stuff.;Ah pour ça, oui#! J'en ai assez de toutes ces aventures#! C'est beaucoup trop dangereux. À partir de maintenant, je vais rester sagement à la maison.;1848;Yeah, man. Hell, yeah! This adventure stuff is, like, way too scary for me. I'm gonna stick close to home and stuff.
Good. Now let's go tell the family.;Bien. Allons avertir ta famille.;1849;Good. Now let's go tell the family.
...Nobody's here.;... Il n'y a personne.;1850;...Nobody's here.
I believe they left us a note.;Je crois que le père du fugueur nous a laissé un message.;1851;I believe they left us a note.
Thanks to your help, our little angel has returned to take up the family business.;«#Grâce à toi, mon petit ange est revenu et a accepté de remplir son rôle d'héritier.#»;1852;Thanks to your help, our little angel has returned to take up the family business.
We have decided to move to a new land to begin anew and thoroughly train him to carry on the family name.;«#J'ai décidé de recommencer nos vies ailleurs afin de pouvoir lui inculquer les traditions familiales.#»;1853;We have decided to move to a new land to begin anew and thoroughly train him to carry on the family name.
Well, it's good to see them taking an interest in...<PAGE>Hey! They didn't pay me!;Je suis heureux de voir qu'il a finalement...<PAGE>Un instant#! Il ne m'a jamais payé#!;1854;Well, it's good to see them taking an interest in...<PAGE>Hey! They didn't pay me!
Hey! Are you friends with the people who lived here!?;Hé#! Es-tu un ami des gens qui habitaient ici#?!;1855;Hey! Are you friends with the people who lived here!?
No. Why?;Non, pourquoi#?;1856;No. Why?
Because the goddamn bastards borrowed money from everyone in the village and skipped town!<PAGE>Apparently, their son ran away because he wanted to escape a life of crime, but then some idiot brought him back.;Ces sales bandits ont emprunté de l'argent à tous les habitants du village avant de déguerpir#!<PAGE>Leur fils s'était enfui pour échapper à sa famille d'escrocs, mais apparemment un imbécile l'a convaincu de rentrer au bercail.;1857;Because the goddamn bastards borrowed money from everyone in the village and skipped town!<PAGE>Apparently, their son ran away because he wanted to escape a life of crime, but then some idiot brought him back.
...This has been the worst job ever.;... C'est le pire boulot que j'aie jamais eu.;1858;...This has been the worst job ever.
Perhaps we should just tally this up as an expensive life lesson and move on. ;On peut toujours tirer une leçon de ses erreurs... Tu auras beaucoup appris cette fois, voilà tout.;1859;Perhaps we should just tally this up as an expensive life lesson and move on. 
I can find the pans and spoons and stuff, so just bring the meat to his place whenever, man.;Je peux trouver des casseroles et de la vaisselle quelque part, alors vous avez qu'à apporter la viande à son magasin.;1860;I can find the pans and spoons and stuff, so just bring the meat to his place whenever, man.
Aha! So he's disguised himself as one of the Masked People. No wonder we lost his trail.;Alors, il s'est déguisé en guerrier du masque#! Il n'est pas étonnant que nous ayons perdu sa trace.;1861;Aha! So he's disguised himself as one of the Masked People. No wonder we lost his trail.
He's gone through a hell of a lot of trouble trying to lose us. I can't wait to finally catch him.;Il se donne beaucoup de mal pour nous semer. J'ai bien hâte de l'attraper.;1862;He's gone through a hell of a lot of trouble trying to lose us. I can't wait to finally catch him.
He's heading for the eastern road! We must catch him before he leaves the desert!;Il se dirige sûrement vers la route de l'est#! Nous devons le rattraper avant qu'il ne sorte du désert#!;1863;He's heading for the eastern road! We must catch him before he leaves the desert!
(Hey, you wanna do a poor schlub a favor?);(Dites, pourriez-vous rendre service à un pauvre ballot#?);1864;(Hey, you wanna do a poor schlub a favor?)
Wow. You sound pretty low there.;Ça n'a vraiment pas l'air d'aller. Que se passe-t-il#?;1865;Wow. You sound pretty low there.
(I've been cheating on my wife, and she found out. Then she kicked me out of the house.);(Ma femme a découvert que je la trompais. Elle m'a mis à la rue.);1866;(I've been cheating on my wife, and she found out. Then she kicked me out of the house.)
I hope you don't want sympathy from us!;J'espère que vous ne vous attendez pas à ce que nous vous prenions en pitié#!;1867;I hope you don't want sympathy from us!
(No, no. I know I've been a selfish idiot. I just want her to take me back, so I was hoping to give her a present.);(Non, non, je sais bien que j'ai agi de manière infâme. Seulement, j'espérais qu'elle me pardonnerait si je lui offrais un cadeau.);1868;(No, no. I know I've been a selfish idiot. I just want her to take me back, so I was hoping to give her a present.)
(I want to make her a coat from wolf hides, but I don't know where to find them.);(Je veux lui fabriquer un manteau de peaux de loup, mais je ne sais pas où en trouver.);1869;(I want to make her a coat from wolf hides, but I don't know where to find them.)
So you want us to hunt some wolves for you?;Alors, vous voulez que j'aille à la chasse au loup#?;1870;So you want us to hunt some wolves for you?
(That's the idea. Can I count on you?);(Oui, puis-je compter sur vous#?);1871;(That's the idea. Can I count on you?)
I don't know why I'm helping you, but...all right. Family is important.;Vous ne méritez pas que je vous aide, mais... d'accord. La famille, c'est important.;1872;I don't know why I'm helping you, but...all right. Family is important.
(Thank you. I just need ten wolf hides.);(Merci beaucoup. J'ai besoin de dix peaux de loup.);1873;(Thank you. I just need ten wolf hides.)
I got your ten wolf hides.;Voici vos dix peaux de loup.;1874;I got your ten wolf hides.
(I can't believe you'd help a scumbag like me.)<PAGE>(Anyway, thanks. Here's your reward.);(Je n'arrive pas à croire que vous ayez aidé un fumier comme moi.)<PAGE>(Merci encore. Voici votre récompense.);1875;(I can't believe you'd help a scumbag like me.)<PAGE>(Anyway, thanks. Here's your reward.)
Do you think your wife will like the gift?;Croyez-vous que votre femme appréciera votre cadeau#?;1876;Do you think your wife will like the gift?
(I don't know. Whenever I approach, she starts throwing things at me.);(Je ne sais pas. Quand je m'approche d'elle, elle me lance tout ce qu'elle a sous la main.);1877;(I don't know. Whenever I approach, she starts throwing things at me.)
That's going to make it tough to give her the present.;Il sera difficile de lui offrir quoi que ce soit dans de telles conditions.;1878;That's going to make it tough to give her the present.
(Could you... Listen, I know how lame this is, but could you maybe go talk to her for me? She's on the floor just above us.);(Pourriez-vous... écoutez, je sais que tout ça ne vous concerne pas, mais pourriez-vous aller lui parler#? Elle est tout en haut des escaliers.);1879;(Could you... Listen, I know how lame this is, but could you maybe go talk to her for me? She's on the floor just above us.)
(I need ten wolf hides. ...And thanks.);(J'ai besoin de dix peaux de loup... Merci.);1880;(I need ten wolf hides. ...And thanks.)
Um...ma'am? I'm here to talk to you about your husband.;Euh, madame...? Je suis venu vous parler de votre mari.;1881;Um...ma'am? I'm here to talk to you about your husband.
(That son of a bitch! I bet he sent you here with some pathetic apology gift, didn't he!?);(Ce salaud#! Je parie qu'il vous a envoyé ici avec un cadeau minable pour me dire qu'il était désolé#!);1882;(That son of a bitch! I bet he sent you here with some pathetic apology gift, didn't he!?)
Urgh...that obvious, huh?;Ah... Vous vous y attendiez#?;1883;Urgh...that obvious, huh?
(Ha! That man's worthless. And those other women of his are just toying with him.);(Pfft#! Ce n'est qu'un bon à rien#! Il ne se rend même pas compte que ses maîtresses se jouent de lui.);1884;(Ha! That man's worthless. And those other women of his are just toying with him.)
(Men are so stupid. They know they're going to get caught, but they try to sneak around and get something on the side anyway.);(Les hommes sont tous des idiots. Ils essaient toujours de faire de nouvelles conquêtes même s'ils savent très bien qu'ils se feront tôt ou tard prendre en flagrant délit.);1885;(Men are so stupid. They know they're going to get caught, but they try to sneak around and get something on the side anyway.)
(He shouldn't have gotten you involved. He'll be hearing from me about this, I promise you!);(Il n'aurait pas dû vous mêler à notre querelle. Il va en entendre parler, je peux vous l'assurer#!);1886;(He shouldn't have gotten you involved. He'll be hearing from me about this, I promise you!)
(I managed to patch things up...more or less.)<PAGE>(Anyway, thank you. I couldn't have done it without your help.);(Je me suis réconcilié avec ma femme... bah, plus ou moins.)<PAGE>(Merci encore, je n'aurais pas réussi sans votre aide.);1887;(I managed to patch things up...more or less.)<PAGE>(Anyway, thank you. I couldn't have done it without your help.)
She's a good woman. Stop taking her for granted.;Vous n'appréciez pas votre femme à sa juste valeur.;1888;She's a good woman. Stop taking her for granted.
(Oh, I won't, I swear! I'm even going to stop going to the tavern!)<PAGE>(...As much as I used to.)<PAGE>(Maybe just twice a week or so!);(Oh, je sais#! Mais tout va changer désormais#! Et je n'irai plus à la taverne#!)<PAGE>(... Du moins, plus aussi souvent qui j'y allais avant.)<PAGE>(Peut-être juste deux ou trois fois par semaine et c'est tout#!);1889;(Oh, I won't, I swear! I'm even going to stop going to the tavern!)<PAGE>(...As much as I used to.)<PAGE>(Maybe just twice a week or so!)
(My wife is on the floor above us. Can you please talk some sense into her?);(Ma femme est en haut des escaliers, là-bas. Pourriez-vous aller lui faire entendre raison#?);1890;(My wife is on the floor above us. Can you please talk some sense into her?)
(Doesn't she ever get sick of eating the same thing all the time?)<PAGE>(...Ah! Wait! Forget I said that!);(Bleuh... Ça ne la dérange pas de toujours manger la même chose#?)<PAGE>(Ah...! Euh, oubliez ça#!);1891;(Doesn't she ever get sick of eating the same thing all the time?)<PAGE>(...Ah! Wait! Forget I said that!)
(You know the worst part? He's a good husband when he isn't cheating on me.)<PAGE>(His unfaithfulness is like a disease that won't go away.);(Le pire, c'est qu'il est un bon mari quand il ne court pas les jupons.)<PAGE>(Toutefois, son infidélité est comme une maladie incurable...);1892;(You know the worst part? He's a good husband when he isn't cheating on me.)<PAGE>(His unfaithfulness is like a disease that won't go away.)
Hey! You gotta help me out here, you just gotta! I'm having serious girl trouble!;Aidez-moi#! S'il vous plaît, aidez-moi#! Je suis dans le pétrin#! C'est à cause de cette fille, voyez-vous...;1893;Hey! You gotta help me out here, you just gotta! I'm having serious girl trouble!
See, there's this girl that I'm pretty wild for, so I asked her out. But she won't even consider it unless I take her to a really nice restaurant. ;Elle me plaît, alors je l'ai invitée à dîner, mais elle dit qu'elle n'acceptera que si je l'emmène dans un restaurant chic.;1894;See, there's this girl that I'm pretty wild for, so I asked her out. But she won't even consider it unless I take her to a really nice restaurant. 
That seems rather selfish of her.;Cela semble plutôt exigeant.;1895;That seems rather selfish of her.
No, no! It's not like that! She's just a girl who appreciates the finer things in life. First class all the way, right? You know the type!;Non, non#! Pas du tout#! Elle a simplement des goûts raffinés. Elle est habituée à vivre dans le luxe, voyez-vous...;1896;No, no! It's not like that! She's just a girl who appreciates the finer things in life. First class all the way, right? You know the type!
Oh, I know the type...;Oh, je vois très bien.;1897;Oh, I know the type...
Hey, guess what!? I went shopping with my girl a little while back!;Hé, vous ne devinerez jamais ce qui m'est arrivé#! L'autre jour, je faisais les magasins avec mon amie et...;1898;Hey, guess what!? I went shopping with my girl a little while back!
You mean the girl who won't date you unless you take her to fancy restaurants?;Celle qui ne veut aller que dans les restaurants chics#?;1899;You mean the girl who won't date you unless you take her to fancy restaurants?
Yeah, that's her. Anyway, there was this really amazing piece of jewelry on sale, so I bought it for her. I thought she'd be pretty impressed...;Oui, c'est ça. Eh bien, j'ai aperçu un bijou magnifique en solde alors je le lui ai offert. Je croyais qu'il lui plairait, mais…;1900;Yeah, that's her. Anyway, there was this really amazing piece of jewelry on sale, so I bought it for her. I thought she'd be pretty impressed...
But she refused to take it! She said that only commoners wear jewelry that was on sale!;Elle n'a pas voulu l'accepter#! Elle a dit que seuls les pauvres portent des bijoux qui étaient en solde#!;1901;But she refused to take it! She said that only commoners wear jewelry that was on sale!
She sounds like a real class act.;Elle a l'air tout à fait charmante.;1902;She sounds like a real class act.
Oh, she is! I should have known better than to try and impress her with such shabby flim-flam.;Oh, elle l'est#! J'aurais pourtant dû savoir que je ne pourrais pas la séduire avec de la pacotille...;1903;Oh, she is! I should have known better than to try and impress her with such shabby flim-flam.
Next time, I'll ask the merchant to double the price! That's SURE to impress her, right?;La prochaine fois, je demanderai au marchand de doubler le prix#! Ça l'impressionnera à coup sûr#!;1904;Next time, I'll ask the merchant to double the price! That's SURE to impress her, right?
Are you certain this woman even cares for you?;Êtes-vous certain qu'elle s'intéresse à vous#?;1905;Are you certain this woman even cares for you?
Of course she does!;Mais bien sûr#!;1906;Of course she does!
You humans certainly have complex and exhausting mating rituals.;Tout cela me semble bien épuisant. Les humains se courtisent-ils tous de façon aussi complexe#?;1907;You humans certainly have complex and exhausting mating rituals.
Hey, hey! I heard you can get inside Facade, right?;Hé#! J'ai entendu dire que vous pouvez entrer dans Façade. C'est vrai#?;1908;Hey, hey! I heard you can get inside Facade, right?
Yeah, but I don't really want to—;Oui, mais je n'ai pas vraiment...;1909;Yeah, but I don't really want to—
Oh, perfect! Listen, there's something there that you HAVE to get for me!;Oh, parfait#! Pourriez-vous me rendre un service#? C'est très important#!;1910;Oh, perfect! Listen, there's something there that you HAVE to get for me!
My girl wants a new accessory, but it has to be made from this really rare metal that they carry in Facade's strange-thing store.;Mon amie veut un bijou, mais il faut qu'il soit fait d'un minerai très rare qui est vendu dans le magasin de curiosités de Façade.;1911;My girl wants a new accessory, but it has to be made from this really rare metal that they carry in Facade's strange-thing store.
So next time you're there, could you buy some for me? I think it's called fluorite. Please!?;Alors, la prochaine fois que vous y serez, pourriez-vous m'en acheter#? C'est de la fluorine, si je me souviens bien. Je vous en supplie#!;1912;So next time you're there, could you buy some for me? I think it's called fluorite. Please!?
...Your funeral, pal.;... Si vous insistez.;1913;...Your funeral, pal.
Oh, thank you! This is fantastic!;Oh, merveilleux#! Merci beaucoup#!;1915;Oh, thank you! This is fantastic!
Man, my girl is gonna freak out when she sees that accessory!;Oh, mon amie sera folle de joie quand elle verra mon cadeau#!;1916;Man, my girl is gonna freak out when she sees that accessory!
A girl that measures love by the price tag. Sounds like a real winner.;Quelqu'un qui évalue l'affection des autres selon le prix de leurs cadeaux... Elle semble vraiment sympathique.;1917;A girl that measures love by the price tag. Sounds like a real winner.
Hey, you have any fluorite for sale?;Dites, vendez-vous de la fluorine#?;1918;Hey, you have any fluorite for sale?
(I'm sorry, sir, but the mine that supplied us with that material has been exhausted.);(Je suis désolé. Le filon que nous exploitions est épuisé.);1919;(I'm sorry, sir, but the mine that supplied us with that material has been exhausted.)
Oh.;Oh. ;1920;Oh.
(There is possibly some inside the Barren Temple. The rules, of course, forbid me from entering the temple, but if you were to go...);(Il serait peut-être possible d'en trouver dans le temple stérile. La loi m'interdit bien sûr d'y pénétrer, mais vous...);1921;(There is possibly some inside the Barren Temple. The rules, of course, forbid me from entering the temple, but if you were to go...)
Hell, I'm already in this thing up to my eyeballs. Might as well finish the job.;Bah, je suis déjà enlisé jusqu'au cou. Autant continuer.;1922;Hell, I'm already in this thing up to my eyeballs. Might as well finish the job.
Here's the ore you wanted.;Voici le minerai que vous vouliez.;1923;Here's the ore you wanted.
Oh, thank you! Now maybe my girl will let me hold her hand!;Oh, merci beaucoup#! Maintenant, mon amie me permettra peut-être de lui tenir la main#!;1924;Oh, thank you! Now maybe my girl will let me hold her hand!
Here's the money for the material, and a little extra for your time!;Laissez-moi vous rembourser#! J'ai inclus un petit supplément pour tout le mal que vous vous êtes donné.;1925;Here's the money for the material, and a little extra for your time!
Huh!? Hold on, this is way too much.;Comment#?! Un instant, c'est beaucoup trop#!;1926;Huh!? Hold on, this is way too much.
Are you kidding? That's what fluorite costs you on the open market! I only threw in a few coins for your trouble.;Mais non#! C'est bien le prix de la fluorine en vente libre. Je n'ai pas rajouté grand-chose.;1927;Are you kidding? That's what fluorite costs you on the open market! I only threw in a few coins for your trouble.
It's really that expensive?;Est-ce vraiment si cher...?;1928;It's really that expensive?
Hey, I learned my lesson last time. From now on, it's nothing but the best for my girl!;J'ai appris ma leçon. Pas de pacotille pour ma copine#!;1929;Hey, I learned my lesson last time. From now on, it's nothing but the best for my girl!
The human soul is an unfathomable thing indeed.;Je ne comprendrai jamais les humains.;1930;The human soul is an unfathomable thing indeed.
Yeah. Even to me.;Moi non plus.;1931;Yeah. Even to me.
I tell you, there isn't another girl out there as high-class as mine.;Personne n'arrive à la cheville de mon amie#! Elle a la classe#!;1932;I tell you, there isn't another girl out there as high-class as mine.
(Hey! You! I need you to get my idiot son back here, pronto!);(Hé, vous#! Ramenez-moi mon idiot de fils et que ça chauffe#!);1933;(Hey! You! I need you to get my idiot son back here, pronto!)
You always start conversations like that?;Vous adressez-vous toujours aux passants ainsi#?;1934;You always start conversations like that?
(I'm sorry! ...I'm sorry. I'm just so angry and worried right now. Please forgive me.);(Ah, pardonnez-moi...! C'est que je suis si furieux et inquiet en ce moment...);1935;(I'm sorry! ...I'm sorry. I'm just so angry and worried right now. Please forgive me.)
(You see, my son has gone into the desert by himself.)<PAGE>(He's trying to build a name for himself so he can become a true Man of the Mask, or what you outsiders call a soldier.);(Voyez-vous, mon fils est allé seul dans le désert.)<PAGE>(Il compte se tailler une réputation et devenir un véritable guerrier du masque, ce que les étrangers appellent un soldat, je suppose.);1936;(You see, my son has gone into the desert by himself.)<PAGE>(He's trying to build a name for himself so he can become a true Man of the Mask, or what you outsiders call a soldier.)
He must be a reckless child indeed to venture into the desert alone.;Il est bien imprudent de s'aventurer seul dans le désert.;1937;He must be a reckless child indeed to venture into the desert alone.
(I need someone to bring him back before he hurts himself. Could you please help me out?);(S'il vous plaît, ramenez-le-moi avant qu'il ne lui arrive quelque chose#!);1938;(I need someone to bring him back before he hurts himself. Could you please help me out?)
I'll take care of it.;Je m'en occupe.;1939;I'll take care of it.
(Oh, thank you so much!);(Oh, merci#! Merci#!);1940;(Oh, thank you so much!)
(I need you to get my son back!);(Ramenez-moi mon fils#!);1941;(I need you to get my son back!)
You the kid searching for fortune and glory?;Es-tu le garçon qui cherche à obtenir gloire et fortune#?;1942;You the kid searching for fortune and glory?
(My dad sent you to take me back, didn't he?);(C'est mon père qui vous envoie, n'est-ce pas#?);1943;(My dad sent you to take me back, didn't he?)
Yeah, and with good cause. This is a dangerous place. ;Oui et avec raison. Cet endroit est dangereux.;1944;Yeah, and with good cause. This is a dangerous place. 
(No! I'm not leaving! I just found a wolves' den. If I go right now, I could take them all out and be a hero!);(Non#! Je ne rentrerai pas#! Je viens à peine de trouver une tanière de loups. Si je me débarrasse d'eux, je serai un héros#!);1945;(No! I'm not leaving! I just found a wolves' den. If I go right now, I could take them all out and be a hero!)
That's not happening.;Pas question.;1946;That's not happening.
(I can't be a Man of the Mask if I fear for my life! I shall slay these beasts for the sake of my homeland!);(Je ne pourrai jamais être un véritable guerrier du masque si j'ai peur de mourir#! J'éliminerai ces créatures au nom de ma patrie#!);1947;(I can't be a Man of the Mask if I fear for my life! I shall slay these beasts for the sake of my homeland!)
Hey! Wait!;Hé#! Attends#!;1948;Hey! Wait!
If he speaks the truth, then I fear the boy is in grave danger.;S'il dit vrai, j'ai bien peur que ce garçon ne soit en grave danger.;1949;If he speaks the truth, then I fear the boy is in grave danger.
We'd better catch him before he reaches the den!;Rattrapons-le avant qu'il n'atteigne la tanière#!;1950;We'd better catch him before he reaches the den!
(The wolves are defeated.);(J'ai réussi#!);1951;(The wolves are defeated.)
Damn kid could have been killed. He doesn't look like he even understands the danger he was in.;Il aurait pu se faire tuer. Il n'a pas l'air de se rendre compte du danger qui le menaçait.;1952;Damn kid could have been killed. He doesn't look like he even understands the danger he was in.
That is youth, I suppose.;Il est jeune, je suppose.;1953;That is youth, I suppose.
Heh. To some degree I envy him.;Pfft. Je l'envie peut-être un peu.;1954;Heh. To some degree I envy him.
(Oh, thank the gods! Do you know how much we worried about you, boy?);(Oh, les dieux soient loués#! Sais-tu à quel point je me suis inquiété, mon garçon#?!);1955;(Oh, thank the gods! Do you know how much we worried about you, boy?)
Your son is a boy no longer. Though we urged him against it, he vanquished an entire den of wolves nearly by his lonesome.;Votre fils n'est plus un garçon. Il est devenu un homme lorsqu'il a triomphé seul d'une meute de loups.;1956;Your son is a boy no longer. Though we urged him against it, he vanquished an entire den of wolves nearly by his lonesome.
(An...an entire den!?);(Une... meute entière#?!);1957;(An...an entire den!?)
(Yeah! I found 'em all by myself and everything! Now the town won't have to worry as much about—);(Oui#! Et j'ai trouvé leur tanière moi-même#! Les habitants de la ville n'auront plus à...);1958;(Yeah! I found 'em all by myself and everything! Now the town won't have to worry as much about—)
(You worthless idiot!);(Espèce d'abruti#!);1959;(You worthless idiot!)
(B-but...);(Qu-quoi...?);1960;(B-but...)
(Did you honestly think to defeat an entire pack of wolves by yourself!? I know these people did most of the work for you!);(Penses-tu vraiment que je vais croire que tu as vaincu une meute de loups sans l'aide de personne#?! Je parie que cet étranger a fait tout le travail pour toi#!);1961;(Did you honestly think to defeat an entire pack of wolves by yourself!? I know these people did most of the work for you!)
(B-but...they would have killed other people...);(Ma-mais... les loups auraient pu attaquer la ville...);1962;(B-but...they would have killed other people...)
(They would have done no such thing, because you could have come back here and warned us!);(Bien sûr que non, puisque tu serais revenu nous avertir#!);1963;(They would have done no such thing, because you could have come back here and warned us!)
(Urgh...);(Ooh...);1964;(Urgh...)
(...Still, you did try to do right, and for this I am proud.);(... Mais bon, tu as essayé d'agir pour le bien et je suis fier de toi.);1965;(...Still, you did try to do right, and for this I am proud.)
(F-Father?);(Père...?);1966;(F-Father?)
(I will speak to the king's advisor. If he will have you, then I will give my blessing for you to become a Man of the Mask.);(J'irai m'adresser au conseiller du roi. S'il accepte, je te permets de devenir un véritable guerrier du masque.);1967;(I will speak to the king's advisor. If he will have you, then I will give my blessing for you to become a Man of the Mask.)
(T-truly, Father!?);(Vrai-vraiment#?!);1968;(T-truly, Father!?)
(But you must never do such a foolish thing again! A true soldier knows when he is outmanned. He knows it is not shameful to seek the aid of his fellows.);(Mais tu ne dois plus jamais faire de chose pareille, tu m'entends#? Un vrai guerrier accepte toujours de battre en retraite lorsque la situation le demande.)<PAGE>(Il sait qu'il n'est pas honteux de demander l'aide de ses compagnons.);1969;(But you must never do such a foolish thing again! A true soldier knows when he is outmanned. He knows it is not shameful to seek the aid of his fellows.)
(Father, I swear to you: Someday I'm going to be as proud and wise as you are!);(Un jour, je serai un guerrier aussi noble que toi, je te le promets, père#!);1970;(Father, I swear to you: Someday I'm going to be as proud and wise as you are!)
(And thanks to you as well, my friends. Here, this is for you.);(Mes sincères remerciements, mes amis. Tenez, j'aimerais vous offrir ceci.);1971;(And thanks to you as well, my friends. Here, this is for you.)
(It'd be nice if he used his head a little more, but he's still my pride and joy.);(Même s'il est un peu trop téméraire, je suis fier de mon fils.);1972;(It'd be nice if he used his head a little more, but he's still my pride and joy.)
(My father's finally accepted my dream! From this day forward, I will do whatever it takes to be a Man of the Mask!);(Mon père ne s'oppose plus à ma vocation#! Je m'entraînerai sans relâche jusqu'à ce que je devienne un guerrier du masque#!);1973;(My father's finally accepted my dream! From this day forward, I will do whatever it takes to be a Man of the Mask!)
(My son visits the training grounds regularly now. He walks a hard path, but I trust he can see it to the end.);(Mon fils s'entraîne régulièrement désormais. Il travaille dur, mais il tiendra le coup, j'en suis certain.);1974;(My son visits the training grounds regularly now. He walks a hard path, but I trust he can see it to the end.)
(Pardon me. Do you have a moment?);(Pardonnez-moi... Pourriez-vous m'accorder un instant#?);1975;(Pardon me. Do you have a moment?)
What do you need?;Qu'y a-t-il#?;1976;What do you need?
(My daughter's been missing for a few days, and I was wondering if you heard anything.);(Ma fille a disparu il y a quelques jours. Le saviez-vous#?);1977;(My daughter's been missing for a few days, and I was wondering if you heard anything.)
Can't say I did. Sorry.;Non, je suis désolé.;1978;Can't say I did. Sorry.
(Oh...);(Oh...) ;1979;(Oh...)
But if something comes up, I'll be sure to let you know.;Mais je vous avertirai si j'entends des rumeurs à son sujet.;1980;But if something comes up, I'll be sure to let you know.
Does the girl have any identifying marks or scars?;Comment pourrions-nous reconnaître votre fille#?;1981;Does the girl have any identifying marks or scars?
(Hmm...);(Voyons voir...);1982;(Hmm...)
(Well, she's probably wearing her gold ring. It's a family heirloom that I gave to her a little while back, so I doubt she'd take it off.);(Elle porte probablement une bague en or. C'est un bien de famille, vous savez. Elle ne l'enlèverait jamais.);1983;(Well, she's probably wearing her gold ring. It's a family heirloom that I gave to her a little while back, so I doubt she'd take it off.)
(Thank you very much...);(Je vous remercie...);1984;(Thank you very much...)
(Where could that girl have gone...?);(Où peut-elle bien être passée...?);1985;(Where could that girl have gone...?)
(So the girl's gone missing, has she? Hmm...)<PAGE>(Last time I saw her, she was hanging around with her boyfriend.);(Vous dites que la fille de mon amie a disparu#? Hum...)<PAGE>(La dernière fois que je l'ai aperçue, elle était avec son copain.);1986;(So the girl's gone missing, has she? Hmm...)<PAGE>(Last time I saw her, she was hanging around with her boyfriend.)
(The missing girl? Yes, I saw her at the lowest level of our city just yesterday.);(La fille qui a disparu#? Oui, justement je l'ai vue hier sur le niveau inférieur.);1987;(The missing girl? Yes, I saw her at the lowest level of our city just yesterday.)
(The missing girl? Let's see...)<PAGE>(Yes, I think she was shopping with someone in the strange-thing store.);(La jeune fille qui a disparu#? Voyons voir...)<PAGE>(Oui, je crois qu'elle est allée au magasin de curiosités avec quelqu'un.);1988;(The missing girl? Let's see...)<PAGE>(Yes, I think she was shopping with someone in the strange-thing store.)
(The missing girl? ...No, sorry, I don't know.)<PAGE>(Why not ask her boyfriend? I think he's standing watch at the town entrance.);(La fille qui a disparu#? ...#Non, je ne sais pas où elle est.)<PAGE>(Pourquoi ne demandez-vous pas à son petit ami#? Je crois que c'est l'un des gardes à l'entrée de la ville.);1989;(The missing girl? ...No, sorry, I don't know.)<PAGE>(Why not ask her boyfriend? I think he's standing watch at the town entrance.)
It looks like the missing girl was here with her boyfriend...;Des témoins ont aperçu la jeune fille qui a disparu et son petit ami aux alentours...;1990;It looks like the missing girl was here with her boyfriend...
I say! Are these bloodstains?;Regarde#! Seraient-ce des taches de sang#?;1991;I say! Are these bloodstains?
Yeah, and it looks like someone was trying to clean them up.;Oui, et quelqu'un a essayé de les nettoyer.;1992;Yeah, and it looks like someone was trying to clean them up.
These can be no older than a few days at most. I fear that the missing girl may somehow figure into this yet.;Elles ne datent pas de plus de quelques jours. J'ai l'impression que la jeune fille qui a disparu pourrait malheureusement y être liée.;1993;These can be no older than a few days at most. I fear that the missing girl may somehow figure into this yet.
