JAP;FR;COUNT;OUPS
of places.<PAGE>;dans un endroit inattendu.<PAGE>;280;of places.<PAGE>
"I say, muttered Weiss, ""this is certainly a stroke of luck.""";Eh bien#! s'écria Weiss, quelle veine#!;281;"I say, muttered Weiss, ""this is certainly a stroke of luck."""
As the three of them said their good-byes, <NIER> mentioned the strange man who had given them the third riddle and the mysterious words he had left them with.;En disant au revoir au maire, <NIER> mentionna la conversation déconcertante qu'il avait eue avec l'homme étrange qui leur avait posé la troisième énigme.;282;As the three of them said their good-byes, <NIER> mentioned the strange man who had given them the third riddle and the mysterious words he had left them with.
"I once saw a version of you that was not yourself? muttered the mayor. ""What in the world...?""";Je vous ai déjà rencontré, mais vous n'étiez pas vraiment vous#? répéta le maire. Mais qu'est-ce que ça peut bien vouloir dire...?;283;"I once saw a version of you that was not yourself? muttered the mayor. ""What in the world...?"""
Lost in thought, he stared into space for a long moment.;Perdu dans ses pensées, il demeura le regard dans le vague pendant un long moment.;284;Lost in thought, he stared into space for a long moment.
"You know, he said softly, ""this is going to sound weird...";Vous savez, dit-il doucement, ça vous semblera probablement bizarre,;285;"You know, he said softly, ""this is going to sound weird..."
"but I had a feeling I'd seen you before, too.""";mais j'ai eu l'impression de vous avoir déjà rencontré ailleurs, moi aussi.;286;"but I had a feeling I'd seen you before, too."""
<NIER> tried to keep a straight face and failed, but the mayor didn't seem to notice.;<NIER> essaya sans succès de rester impassible, mais le maire ne parut pas le remarquer.;287;<NIER> tried to keep a straight face and failed, but the mayor didn't seem to notice.
Déjà vu, right? Anyway, I figure it's just some kind of illusion created by the Deathdream. It probably doesn't mean anything.;Le déjà-vu, c'est ça#? Eh bien, je suppose que ce n'était qu'une illusion créée par le songe mortel. Ça ne veut probablement rien dire.;288;Déjà vu, right? Anyway, I figure it's just some kind of illusion created by the Deathdream. It probably doesn't mean anything.
<NIER> gave the mayor a nod and a smile, but inwardly his thoughts were racing. <STOP><FONT=ITALIC>There's something wrong about the mayor and his words.</FONT> <STOP><FONT=ITALIC>...I wish I understood what the hell was going on here.</FONT>;<NIER> hocha la tête en souriant, mais ses pensées se bousculaient dans sa tête.<FONT=ITALIC>Ce que raconte le maire n'a aucun sens. Si seulement je pouvais comprendre ce qui se passe ici...!</FONT>;289;<NIER> gave the mayor a nod and a smile, but inwardly his thoughts were racing. <STOP><FONT=ITALIC>There's something wrong about the mayor and his words.</FONT> <STOP><FONT=ITALIC>...I wish I understood what the hell was going on here.</FONT>
That riddle would prove to be the most difficult one of all.;Cette énigme s'avéra être la plus difficile qui soit.;292;That riddle would prove to be the most difficult one of all.
I breathe air scented with death and resist the urge to laugh, for I know it will sound like the words of a madman. How long have I been in this fresh hell?;Je respirai l'air saturé de mort, résistant à l'envie de rire, car je savais qu'il ressemblerait trop au rire d'un fou.<FONT=ITALIC>Combien de temps ai-je passé dans cet enfer carcéral#?</FONT>;294;I breathe air scented with death and resist the urge to laugh, for I know it will sound like the words of a madman. How long have I been in this fresh hell?
<STOP>My box, my prison, is tucked under a stairway in the long-unused catacombs of some infinite castle. Outside, I hear the sounds of a funeral dirge that seems without end. <STOP>Light has no place here. Wind is a forgotten friend. I pray for Death to come, but He forsakes me. <STOP>Time passes. An eternity slips by in the single tick of the clock.<PAGE>;<STOP>Ma prison, ma cage, était nichée sous un escalier quelque part dans les catacombes longtemps oubliées d'un immense château aux corridors sans fin. Un hymne funèbre interminable venait de l'extérieur.<STOP> L'obscurité était absolue, l'air lourd et stagnant. Je priais constamment que la mort m'emporte, mais elle refusait de me délivrer de mes souffrances.<PAGE>Le temps passait, une éternité s'écoulant dans chaque seconde.;295;<STOP>My box, my prison, is tucked under a stairway in the long-unused catacombs of some infinite castle. Outside, I hear the sounds of a funeral dirge that seems without end. <STOP>Light has no place here. Wind is a forgotten friend. I pray for Death to come, but He forsakes me. <STOP>Time passes. An eternity slips by in the single tick of the clock.<PAGE>
Someone knocks on my prison! ;Quelqu'un frappa à la porte de ma prison.;296;Someone knocks on my prison! 
Hey! Anyone there!? I hear an unfamiliar voice say.;Hé#! Il y a quelqu'un#? demanda une voix inconnue.;297;Hey! Anyone there!? I hear an unfamiliar voice say.
"My savior! <STOP>I claw at the door of my jail, embedding thick splinters under my ragged nails. I scream for help; I laugh; I sob. Surely this is a product of my addled mind! Surely it cannot be true!";<FONT=ITALIC>Mon sauveur#!</FONT><STOP>Je grattai frénétiquement la porte, enfonçant de longues échardes sous mes ongles sanglants. Je criai, je ris, je pleurai... <FONT=ITALIC>J'ai dû imaginer cette voix dans mon délire#! Elle ne peut pas être réelle#!</FONT>;298;"My savior! <STOP>I claw at the door of my jail, embedding thick splinters under my ragged nails. I scream for help; I laugh; I sob. Surely this is a product of my addled mind! Surely it cannot be true!"
"Help me! I cry. ""For the love of all the gods, help me!""<PAGE>";À l'aide#! criai-je. Au nom du ciel, je vous en supplie, aidez-moi#!<PAGE>;299;"Help me! I cry. ""For the love of all the gods, help me!""<PAGE>"
Impossibly, I hear the sound of a lock being torn out and falling to the floor. <STOP>As the door slowly creaks open, I have just enough time to see a silver-haired man and a floating book before the light pours inside. My eyes, accustomed to blackness, explode with pain, and I am forced to turn away.<PAGE>;J'entendis avec incrédulité le bruit du verrou qui tomba sur le sol avec fracas.<STOP> La porte grinçante s'ouvrit lentement.<STOP> J'eus à peine le temps d'apercevoir un homme aux cheveux d'argent et un livre flottant avant que la lumière inonde ma cellule. Mes yeux, habitués à l'obscurité, brûlèrent de douleur et je dus me détourner.<PAGE>;300;Impossibly, I hear the sound of a lock being torn out and falling to the floor. <STOP>As the door slowly creaks open, I have just enough time to see a silver-haired man and a floating book before the light pours inside. My eyes, accustomed to blackness, explode with pain, and I am forced to turn away.<PAGE>
"Who are you? I ask, shaking hands covering my face. ""How have you come to this place?""";Qui êtes-vous#? demandai-je, protégeant mon visage de mes mains tremblantes. Comment avez-vous trouvé cet endroit#?;301;"Who are you? I ask, shaking hands covering my face. ""How have you come to this place?"""
I am Grimoire Weiss. This is <NIER>. Long have we been searching for you. <STOP>Now come. Stand. We shall awaken from this nightmare together.;Je suis le Grimoire Weiss, et voici <NIER>. Nous vous cherchons depuis des lustres.<STOP> Venez, levez-vous. Nous nous échapperons ensemble de ce cauchemar.;302;I am Grimoire Weiss. This is <NIER>. Long have we been searching for you. <STOP>Now come. Stand. We shall awaken from this nightmare together.
The one known as <NIER> extends his massive hand and pulls me from the cell. <STOP>Though my eyes are slow to adjust to freedom, my ears are as keen as ever, and they recognize the staccato sounds of heavy rain.;L'homme appelé <NIER> me tendit la main et me tira de ma cellule.<STOP> Bien que ma vue ait du mal à s'ajuster à l'éclat brutal de la lumière, mon ouïe, aussi aiguisée que jamais, reconnut le bruit saccadé de la pluie battante.;303;The one known as <NIER> extends his massive hand and pulls me from the cell. <STOP>Though my eyes are slow to adjust to freedom, my ears are as keen as ever, and they recognize the staccato sounds of heavy rain.
I never thought to hear the rain again, I whisper.;Je ne pensais jamais pouvoir entendre la pluie de nouveau, murmurai-je.;304;I never thought to hear the rain again, I whisper.
"Would that this were not such a terrible storm, said Grimoire Weiss. ""Look at your feet.""<PAGE>";J'aurais préféré qu'elle ne soit pas aussi diluvienne, répondit Weiss. Regardez le sol.<PAGE>;305;"Would that this were not such a terrible storm, said Grimoire Weiss. ""Look at your feet.""<PAGE>"
I force my eyes open and see water pooling around my feet and lapping at my shins.;Je m'efforçai d'ouvrir mes paupières et vis que de l'eau ruisselait par terre et clapotait autour de mes chevilles.;306;I force my eyes open and see water pooling around my feet and lapping at my shins.
There's so much of it...;Les catacombes vont-elles être inondées#?;307;There's so much of it...
Yes, and more comes each moment we delay. If we do not make good our escape, we shall all drown in this castle. <STOP>We know that you are weak, but you are our only hope to survive this place.;Oui, l'eau continue de monter chaque moment que nous restons ici. Si nous n'arrivons pas à nous échapper de ce château, nous serons noyés.<STOP> Nous savons que vous n'avez pas beaucoup de force, mais vous êtes notre seul espoir.;308;Yes, and more comes each moment we delay. If we do not make good our escape, we shall all drown in this castle. <STOP>We know that you are weak, but you are our only hope to survive this place.
Time, that long-forgotten friend, made itself known again. I nodded my head and swore to save my rescuers, no matter the cost.<PAGE>;Le temps, cet ami oublié, s'écoulait de nouveau. Je hochai la tête et jurai de sauver ceux qui m'avaient porté secours, quoi qu'il arrive.<PAGE>;309;Time, that long-forgotten friend, made itself known again. I nodded my head and swore to save my rescuers, no matter the cost.<PAGE>
The castle catacombs are a maze, twisting upon themselves like the endless entrails of a giant. ;Les catacombes du château étaient un gigantesque labyrinthe constitué d'innombrables détours.;311;The castle catacombs are a maze, twisting upon themselves like the endless entrails of a giant. 
At the end of the corridor...;Au bout du couloir...;312;At the end of the corridor...
I find a row of twenty gorgeous canopied beds resting atop a carpet of velvet. All are covered in a thick layer of dust and cobwebs.<PAGE>;J'aperçus une rangée de vingt magnifiques lits à baldaquin alignés sur un tapis de velours et tous recouverts d'une épaisse couche de poussière.<PAGE>;313;I find a row of twenty gorgeous canopied beds resting atop a carpet of velvet. All are covered in a thick layer of dust and cobwebs.<PAGE>
Searching for the door to the next room, I come upon a shapeless mass of gray matter. It has been shoved against the side of the wall, and despite my fever, I think I see the outlines of a door just beyond. <STOP>When I reach out a finger and touch a piece of the mass, it turns to dust and drifts away on the wind. <STOP>Realization slowly dawns, and I fall to my knees and weep.;En cherchant la sortie, je découvris une masse informe grise pressée contre un mur. À travers le délire de la fièvre, je crus apercevoir les contours d'une porte derrière elle.<STOP> Je tentai de toucher du doigt un bout de la masse, mais celle-ci se transforma aussitôt en poussière et fut emportée par le vent. Peu à peu, je finis par comprendre et je tombai à genoux, mon visage inondé de larmes.;314;Searching for the door to the next room, I come upon a shapeless mass of gray matter. It has been shoved against the side of the wall, and despite my fever, I think I see the outlines of a door just beyond. <STOP>When I reach out a finger and touch a piece of the mass, it turns to dust and drifts away on the wind. <STOP>Realization slowly dawns, and I fall to my knees and weep.
...Corpses. I face a mountain of charred and crumbling corpses.;Des cadavres... Il s'agissait d'une montagne de cadavres carbonisés qui s'effritaient au moindre toucher.;315;...Corpses. I face a mountain of charred and crumbling corpses.
I look from it to the beds and back again until the horror dawns full upon me: <STOP>Someone has piled these bodies into a tower and set them ablaze. <STOP>Whether they were alive or dead, I do not know—and sanity will not permit me to consider the proposition further.;Je regardai tour à tour les lits et cette montagne.<STOP> Je me rendis compte avec horreur que quelqu'un avait empilé des corps et les avait brûlés.<STOP> Il était impossible de savoir s'ils étaient toujours en vie lorsque les flammes les avaient consumés, et je ne pus pas y réfléchir plus longtemps sans perdre la raison.;316;I look from it to the beds and back again until the horror dawns full upon me: <STOP>Someone has piled these bodies into a tower and set them ablaze. <STOP>Whether they were alive or dead, I do not know—and sanity will not permit me to consider the proposition further.
I make a sound, whether scream or laughter I cannot be certain. Then my mind grants me merciful blackness, and I find myself opening the door and leaving that most terrible of rooms. ;Un son s'échappa de mes lèvres, un cri ou peut-être un éclat de rire dément, j'étais incapable de le distinguer, puis, à mon grand soulagement, mon esprit s'engourdit. Peu de temps après, je me rendis compte que j'ouvrais une porte, laissant derrière moi cette salle affreuse.;317;I make a sound, whether scream or laughter I cannot be certain. Then my mind grants me merciful blackness, and I find myself opening the door and leaving that most terrible of rooms. 
At the end of the path...;Au bout du couloir...;318;At the end of the path...
A row of heavy wooden casks lie on their sides in a dark chamber. Doubtless they are filled with wine.;Des tonneaux massifs, sans doute remplis de vin, étaient alignés dans une salle sombre.;319;A row of heavy wooden casks lie on their sides in a dark chamber. Doubtless they are filled with wine.
"My thirst roars to life; I cannot remember the last time my parched throat had relief.";Une soif brûlante me dévora soudain. Je n'arrivais pas à me souvenir de ma dernière gorgée d'eau.;320;"My thirst roars to life; I cannot remember the last time my parched throat had relief."
I scramble to the first cask and pull frantically at the cork. <STOP><FONT=ITALIC>The theft of a few cups means nothing,</FONT> I tell myself. <FONT=ITALIC>The casks will be ruined by the flood regardless.</FONT> <STOP>Finally, the cork surrenders to my attack, and thick red liquid bursts forth from the hole.;Je titubai vers le tonneau le plus près et essayai d'en retirer le bouchon.<STOP> <FONT=ITALIC>Je n'en prendrai que quelques gorgées</FONT>, me dis-je. <FONT=ITALIC>De toute façon, l'inondation va bientôt ruiner les fûts.</FONT><STOP> Je parvins enfin à arracher le bouchon récalcitrant et un liquide rougeâtre et visqueux jaillit de la bonde.;321;I scramble to the first cask and pull frantically at the cork. <STOP><FONT=ITALIC>The theft of a few cups means nothing,</FONT> I tell myself. <FONT=ITALIC>The casks will be ruined by the flood regardless.</FONT> <STOP>Finally, the cork surrenders to my attack, and thick red liquid bursts forth from the hole.
This is no wine: It is blood still warm from the body! Whether animal or...something else, I cannot say. ;<FONT=ITALIC>Ce n'est pas du vin#: c'est du sang encore chaud des veines d'un animal... ou d'un humain.</FONT>;322;This is no wine: It is blood still warm from the body! Whether animal or...something else, I cannot say. 
The foul liquid soon mixes with the rising floodwaters, creating a warmth that laps against my thighs.<PAGE>;Le liquide immonde vint rapidement tiédir le torrent montant de l'inondation qui atteignait désormais mes cuisses.<PAGE>;323;The foul liquid soon mixes with the rising floodwaters, creating a warmth that laps against my thighs.<PAGE>
By all the gods! Are the rest of these casks filled with blood as well? ;<FONT=ITALIC>Par tous les dieux#! Les autres tonneaux seraient-ils aussi remplis de sang#?</FONT>;324;By all the gods! Are the rest of these casks filled with blood as well? 
I lack the courage to confirm my suspicion. Disgust quickly becomes fear as I turn to flee, but my weakened legs betray me, sending me toppling over into the red ocean below. ;Je n'eus pas le courage de confirmer mes doutes. J'essayai de fuir, mais mes jambes affaiblies me trahirent. Je trébuchai et plongeai dans le flot rougeâtre. Mon dégoût se transforma vite en terreur.;325;I lack the courage to confirm my suspicion. Disgust quickly becomes fear as I turn to flee, but my weakened legs betray me, sending me toppling over into the red ocean below. 
"The smell of death is everywhere; it threatens to consume me. I must escape this hell! ";L'odeur fétide de la mort m'enveloppa et sembla vouloir me suffoquer.<FONT=ITALIC>Je dois m'échapper de cet enfer...!</FONT>;326;"The smell of death is everywhere; it threatens to consume me. I must escape this hell! "
Crawling on all fours like an animal, holding back screams lest any foulness enter my mouth, I lurch forward through the red waters and out of the room to freedom. ;À quatre pattes, comme un animal, j'étouffai mes cris, de crainte d'avaler l'eau sanglante, et j'avançai péniblement jusqu'à la sortie.;327;Crawling on all fours like an animal, holding back screams lest any foulness enter my mouth, I lurch forward through the red waters and out of the room to freedom. 
At the end of the path...;Au bout du couloir...;328;At the end of the path...
I find myself in a great hall with only the sounds of rain for comfort. The waterlogged red carpet squishes beneath my feet as I approach the center of the room. <STOP>Once there, I behold a beautiful dining table upon which rests china and silver of the finest construction, as well as the remains of a fantastic feast. <STOP>As my eyes continue to adjust, I see many chairs surrounding the table, each holding a dinner guest.;Je me retrouvai dans une grande salle où le silence n'était brisé que par le crépitement de la pluie. Mes pieds s'enfonçaient dans le tapis rouge imbibé d'eau.<STOP> Au centre de la salle, j'aperçus une table somptueusement servie.<STOP> Mes yeux s'adaptant peu à peu, je remarquai que des invités étaient assis autour d'elle.;329;I find myself in a great hall with only the sounds of rain for comfort. The waterlogged red carpet squishes beneath my feet as I approach the center of the room. <STOP>Once there, I behold a beautiful dining table upon which rests china and silver of the finest construction, as well as the remains of a fantastic feast. <STOP>As my eyes continue to adjust, I see many chairs surrounding the table, each holding a dinner guest.
<PAGE>Noticing movement, I approach the chair at the table's head. But as the truth of the matter dawns on me, I recoil in horror. <STOP>The host of the feast is a corpse, as are all the invited guests. An army of foul, wriggling insects have made homes in their remains, and this is the movement I saw.;<PAGE>Un mouvement m'incita à m'approcher de la chaise située au bout de la table, mais la vérité me fit reculer aussitôt avec répugnance. <STOP>L'hôte de ce festin, ainsi que tous ses invités, étaient des cadavres.Le mouvement qui m'avait attiré était celui de la multitude d'insectes grouillants qui se gorgeaient de leurs dépouilles.;332;<PAGE>Noticing movement, I approach the chair at the table's head. But as the truth of the matter dawns on me, I recoil in horror. <STOP>The host of the feast is a corpse, as are all the invited guests. An army of foul, wriggling insects have made homes in their remains, and this is the movement I saw.
This once-splendid feast was now nothing more than a requiem for the damned.<PAGE>;Ce festin splendide n'était plus qu'un requiem pour les damnés.<PAGE>;333;This once-splendid feast was now nothing more than a requiem for the damned.<PAGE>
I take a moment to steady my shaking hands, then slowly back away from the table. <STOP>Desperate to lose sight of the abomination before me, my gaze lands on the chairs upon which the dead were seated. <STOP>This is a mistake, for the chairs prove to be even more terrible than the feast itself.;Je fermai les yeux un instant pour me calmer, puis je m'éloignai lentement de la table.<STOP> Voulant éviter la vue des cadavres, mon regard s'attarda sur les chaises sur lesquelles ils étaient assis.<STOP> Malheureusement, elles se révélèrent être encore plus horribles que le reste.;334;I take a moment to steady my shaking hands, then slowly back away from the table. <STOP>Desperate to lose sight of the abomination before me, my gaze lands on the chairs upon which the dead were seated. <STOP>This is a mistake, for the chairs prove to be even more terrible than the feast itself.
Each one is covered in a layer of spikes that run from the seat, up the back, and down the arms. <STOP>This explains the color of the carpet beneath my feet. I can only pray that the unfortunate diners were dead when the meal began!;Chacune d'elles était recouverte de fines pointes acérées#: le siège, le dossier et même les bras.<FONT=ITALIC>Cela explique la couleur du tapis... J'espère qu'ils étaient déjà morts au début du repas...!</FONT>;335;Each one is covered in a layer of spikes that run from the seat, up the back, and down the arms. <STOP>This explains the color of the carpet beneath my feet. I can only pray that the unfortunate diners were dead when the meal began!
For if not, it is a simple task to envision the agonized screams that must have sprung forth from their mouths.;<FONT=ITALIC>Sinon, il serait facile de s'imaginer leurs cris d'agonie...</FONT>;336;For if not, it is a simple task to envision the agonized screams that must have sprung forth from their mouths.
My mind grasps frantically at the possibility that these souls had committed some terrible crime for which this was punishment. <STOP>Though in truth, I suspect they had committed no crime at all...;J'essayai de me convaincre qu'ils avaient tous subi cette torture pour avoir commis quelque crime terrible.<STOP> À vrai dire, je me doutais plutôt qu'ils n'avaient commis aucun crime.;337;My mind grasps frantically at the possibility that these souls had committed some terrible crime for which this was punishment. <STOP>Though in truth, I suspect they had committed no crime at all...
There would be no tomorrow for these unfortunates. This was their last supper.;Ces infortunés ne verraient pas de lendemains... Ce festin avaient été leur dernier repas.;338;There would be no tomorrow for these unfortunates. This was their last supper.
At the end of the path...;Au bout du couloir...;339;At the end of the path...
The waters rise to my waist, exhausting me both physically and spiritually. I pray that this is the way out.<PAGE>;Avoir à opposer la force de l'eau qui m'arrivait à la taille m'épuisait autant physiquement que mentalement.<FONT=ITALIC>J'espère que c'est la sortie...</FONT><PAGE>;340;The waters rise to my waist, exhausting me both physically and spiritually. I pray that this is the way out.<PAGE>
Eventually, I can stand the sight of the waters no longer, and so turn my eyes upward. <STOP>Imagine my surprise when I see a series of paintings hanging on the faded plaster wall! <STOP>Each depicts a person in the prime of life, clad in clothing of the highest quality. The styles, however, are strange to me, leading me to believe that these people had lived long, long ago.;Bientôt, je ne pus plus supporter la vue de l'eau et je levai les yeux vers le plafond jauni.<STOP> À ma grande surprise, une série de peintures y étaient accrochées.<STOP> Chacune d'elles représentait une personne dans la fleur de l'âge somptueusement vêtue. Le style de leurs vêtements me parut étrange et m'amena à croire que ces gens avaient vécu il y a de cela très longtemps.;341;Eventually, I can stand the sight of the waters no longer, and so turn my eyes upward. <STOP>Imagine my surprise when I see a series of paintings hanging on the faded plaster wall! <STOP>Each depicts a person in the prime of life, clad in clothing of the highest quality. The styles, however, are strange to me, leading me to believe that these people had lived long, long ago.
One subject wears an outfit that particularly catches my eye. <STOP>It is constructed of a thin, breezy cloth, and decorated with a motif of flowers and birds, while encircling the figure's waist is a leather belt of the most perfect construction. It is a stunning costume even by modern standards.<PAGE>;Un des sujets portait une tenue qui attira mon attention. <STOP>C'était une légère tunique de tissu vaporeux décorée de fleurs et d'oiseaux retenue par une magnifique ceinture de cuir ouvré. Même selon la mode d'aujourd'hui, cet ensemble était superbe.<PAGE>;342;One subject wears an outfit that particularly catches my eye. <STOP>It is constructed of a thin, breezy cloth, and decorated with a motif of flowers and birds, while encircling the figure's waist is a leather belt of the most perfect construction. It is a stunning costume even by modern standards.<PAGE>
As I gaze at the portrait, I am struck by a desire to touch it with my own hands. <STOP>Yet as I extend a single finger to the painting, I am gripped by a most unpleasant feeling. <STOP>Staring closely at the image, I see it bend and warp into the shape of another finger. Something behind the picture is pointing at me!;J'eus soudainement l'envie de toucher le portrait.<STOP> Pourtant, lorsque j'approchai ma main de la peinture, une sensation des plus désagréables m'envahit.<STOP> Observant attentivement l'image, je la vis se tordre et prendre la forme d'une autre main. Quelqu'un derrière la peinture me désignait du doigt#! ;343;As I gaze at the portrait, I am struck by a desire to touch it with my own hands. <STOP>Yet as I extend a single finger to the painting, I am gripped by a most unpleasant feeling. <STOP>Staring closely at the image, I see it bend and warp into the shape of another finger. Something behind the picture is pointing at me!
Is it another prisoner? A fellow inmate trapped for eternity in this place? <STOP>I cannot let it pass, and so I seize the portrait with both hands and throw it into the water. <STOP>The wall is hollow behind the painting, and inside I can just make out a body. Whether or not this is a prisoner, there would be no rescue. This poor soul is long dead.;Était-ce un autre prisonnier#? Une autre personne captive de cet endroit pour l'éternité#?<STOP> Je devais m'en assurer, alors je saisis le portrait et le jetai dans l'eau.<STOP> Derrière, je découvris une cavité dans le mur qui abritait un corps. Prisonnier ou non, je ne pouvais plus lui prêter main-forte. Le pauvre avait rendu l'âme il y a belle lurette.;344;Is it another prisoner? A fellow inmate trapped for eternity in this place? <STOP>I cannot let it pass, and so I seize the portrait with both hands and throw it into the water. <STOP>The wall is hollow behind the painting, and inside I can just make out a body. Whether or not this is a prisoner, there would be no rescue. This poor soul is long dead.
Scraps of clothing lie on the floor around the bones. Only a small amount of the fabric has survived, but it features the same delicate designs that were depicted in the portrait.;Des lambeaux de tissus gisaient autour du squelette. Même s'il ne restait pas grand-chose de l'original, je pus reconnaître le motif délicat des vêtements du portrait.;345;Scraps of clothing lie on the floor around the bones. Only a small amount of the fabric has survived, but it features the same delicate designs that were depicted in the portrait.
I have been admiring a row of corpses, blocked from view by portraits of each victim at their pinnacle.;Chaque portrait que j'avais admiré cachait donc la dépouille de l'original.;346;I have been admiring a row of corpses, blocked from view by portraits of each victim at their pinnacle.
Enough! Shielding my eyes, I paddle forward through the water.;<FONT=ITALIC>Assez#!</FONT> Je continuai tant bien que mal d'avancer en détournant mes yeux.;347;Enough! Shielding my eyes, I paddle forward through the water.
The water has risen to my chin, and now laps greedily at my mouth and nose.;L'eau m'arrivait désormais au menton et allait bientôt recouvrir ma bouche et mon nez.;348;The water has risen to my chin, and now laps greedily at my mouth and nose.
You dumb bast—! shouts <NIER>. He surely desires to say more, but the rest of his insult is cut short by the rising water.;Imbé...! cria <NIER>. Il voulut sûrement continuer, mais le reste de ses insultes fut interrompu par le torrent qui montait toujours.;349;You dumb bast—! shouts <NIER>. He surely desires to say more, but the rest of his insult is cut short by the rising water.
Grimoire Weiss, wet and tattered, floats on the water's surface. <STOP>It is already too late for him.;Le Grimoire Weiss, imbibé d'eau et tout abîmé, flottait à la surface.<STOP> Il était déjà trop tard.;350;Grimoire Weiss, wet and tattered, floats on the water's surface. <STOP>It is already too late for him.
This wasn't...<WAIT=0.5>t<WAIT=0.033>h<WAIT=0.033>i<WAIT=0.033>s <WAIT=0.067>w<WAIT=0.033>a<WAIT=0.033>s<WAIT=0.033>n<WAIT=0.033>'<WAIT=0.033>t <WAIT=0.067>h<WAIT=0.033>o<WAIT=0.033>w <WAIT=0.067>i<WAIT=0.033>t <WAIT=0.067>w<WAIT=0.033>a<WAIT=0.033>s <WAIT=0.067>s<WAIT=0.033>u<WAIT=0.033>p<WAIT=0.033>p<WAIT=0.033>o<WAIT=0.033>s<WAIT=0.033>e<WAIT=0.033>d <WAIT=0.067>t<WAIT=0.033>o <WAIT=0.067>e<WAIT=0.033>n<WAIT=0.033>d<WAIT=0.033>.<WAIT=0.033>.<WAIT=0.033>.;<FONT=ITALIC>Ce n'est pas ainsi...</FONT> <WAIT=0.5><FONT=ITALIC>q</FONT><WAIT=0.033><FONT=ITALIC>u</FONT><WAIT=0.033><FONT=ITALIC>e</FONT><WAIT=0.033> <FONT=ITALIC>c</FONT><WAIT=0.033><FONT=ITALIC>e</FONT><WAIT=0.033><FONT=ITALIC>l</FONT><WAIT=0.033><FONT=ITALIC>a</FONT><WAIT=0.033> <FONT=ITALIC>d</FONT><WAIT=0.033><FONT=ITALIC>e</FONT><WAIT=0.033><FONT=ITALIC>v</FONT><WAIT=0.033><FONT=ITALIC>a</FONT><WAIT=0.033><FONT=ITALIC>i</FONT><WAIT=0.033><FONT=ITALIC>t</FONT><WAIT=0.033> <FONT=ITALIC>s</FONT><WAIT=0.033><FONT=ITALIC>e</FONT><WAIT=0.033> <FONT=ITALIC>t</FONT><WAIT=0.033><FONT=ITALIC>e</FONT><WAIT=0.033><FONT=ITALIC>r</FONT><WAIT=0.033><FONT=ITALIC>m</FONT><WAIT=0.033><FONT=ITALIC>i</FONT><WAIT=0.033><FONT=ITALIC>n</FONT><WAIT=0.033><FONT=ITALIC>e</FONT><WAIT=0.033><FONT=ITALIC>r</FONT><WAIT=0.033><FONT=ITALIC>.</FONT><WAIT=0.033><FONT=ITALIC>.</FONT><WAIT=0.033><FONT=ITALIC>.</FONT>;351;This wasn't...<WAIT=0.5>t<WAIT=0.033>h<WAIT=0.033>i<WAIT=0.033>s <WAIT=0.067>w<WAIT=0.033>a<WAIT=0.033>s<WAIT=0.033>n<WAIT=0.033>'<WAIT=0.033>t <WAIT=0.067>h<WAIT=0.033>o<WAIT=0.033>w <WAIT=0.067>i<WAIT=0.033>t <WAIT=0.067>w<WAIT=0.033>a<WAIT=0.033>s <WAIT=0.067>s<WAIT=0.033>u<WAIT=0.033>p<WAIT=0.033>p<WAIT=0.033>o<WAIT=0.033>s<WAIT=0.033>e<WAIT=0.033>d <WAIT=0.067>t<WAIT=0.033>o <WAIT=0.067>e<WAIT=0.033>n<WAIT=0.033>d<WAIT=0.033>.<WAIT=0.033>.<WAIT=0.033>.
Against all hope, we make it to the front door.;Contre toute attente, nous atteignîmes la sortie.;352;Against all hope, we make it to the front door.
Break it down! someone cries, and so I give myself to the effort.;Nous devons défoncer la porte#! s'écria un de mes compagnons. Je fis de mon mieux. <FONT=ITALIC>Un, deux, trois#!</FONT>;353;Break it down! someone cries, and so I give myself to the effort.
In tandem with <NIER> and Grimoire Weiss, I slam my body against the thick, sturdy door. On the third try it gives way, and we find ourselves sprawled in front of the castle.;Nous nous écrasâmes tous ensemble contre la porte robuste. La troisième fois, celle-ci céda et nous nous retrouvâmes étalés par terre devant le château.;354;In tandem with <NIER> and Grimoire Weiss, I slam my body against the thick, sturdy door. On the third try it gives way, and we find ourselves sprawled in front of the castle.
The storm is in retreat. The clouds above are still dark and foreboding, but to the west I can see a thin shimmer of sunlight trying to break through.;La tempête se dissipa. Les nuages étaient toujours sombres et menaçants, mais, à l'ouest, un mince rayon de soleil essayait de les percer.;355;The storm is in retreat. The clouds above are still dark and foreboding, but to the west I can see a thin shimmer of sunlight trying to break through.
"How can I thank you? I cry as tears join the rain on my cheeks. ""I would surely have died in there.""";Comment pourrais-je vous remercier#? m'écriai-je, les joues inondées de larmes. Je n'aurais jamais survécu sans votre aide.;356;"How can I thank you? I cry as tears join the rain on my cheeks. ""I would surely have died in there."""
<STOP>Looking down, I suddenly notice that my dress is in tatters, and sheepishly try to cover my exposed skin.;Je baissai les yeux et remarquai brusquement que ma robe était en lambeaux. Embarrassée, j'essayai de couvrir ma peau nue.;357;<STOP>Looking down, I suddenly notice that my dress is in tatters, and sheepishly try to cover my exposed skin.
"Your dress? asks Weiss. ""Then you are a woman, madam?""";Votre robe#? demanda Weiss. Vous êtes donc une femme#?;358;"Your dress? asks Weiss. ""Then you are a woman, madam?"""
